method,rep,t,ess
pf_exact,6,36,230.756
pf_exact,6,37,214.401
pf_exact,6,38,65.929
pf_exact,6,39,124.875
pf_exact,6,40,199.278
pf_exact,6,41,176.114
pf_exact,6,42,163.921
pf_exact,6,43,6.81255
pf_exact,6,44,153.006
pf_exact,6,45,152.45
pf_exact,6,46,162.783
pf_exact,6,47,16.2488
pf_exact,6,48,139.219
pf_exact,6,49,222.404
pf_exact,6,50,160.111
pf_exact,6,51,32.2548
pf_exact,6,52,173.746
pf_exact,6,53,47.436
pf_exact,6,54,179.628
pf_exact,6,55,54.3672
pf_exact,6,56,109.129
pf_exact,6,57,163.504
pf_exact,6,58,119.02
pf_exact,6,59,122.588
pf_exact,6,60,35.8079
pf_exact,6,61,73.8951
pf_exact,6,62,113.125
pf_exact,6,63,119.238
pf_exact,6,64,50.5532
pf_exact,6,65,82.6784
pf_exact,6,66,6.95865
pf_exact,6,67,126.545
pf_exact,6,68,118.607
pf_exact,6,69,104.323
pf_exact,6,70,5.93071
pf_exact,6,71,22.7773
pf_exact,6,72,90.0487
pf_exact,6,73,68.1922
pf_exact,6,74,98.3663
pf_exact,6,75,103.967
pf_exact,6,76,36.9869
pf_exact,6,77,38.2363
pf_exact,6,78,136.14
pf_exact,6,79,97.4742
pf_exact,6,80,166.859
pf_exact,6,81,124.553
pf_exact,6,82,157.083
pf_exact,6,83,172.504
pf_exact,6,84,135.624
pf_exact,6,85,77.4037
pf_exact,6,86,74.6188
pf_exact,6,87,1.92202
pf_exact,6,88,101.042
pf_exact,6,89,77.0574
pf_exact,6,90,75.5271
pf_exact,6,91,108.72
pf_exact,6,92,103.282
pf_exact,6,93,100.663
pf_exact,6,94,133.709
pf_exact,6,95,53.8318
pf_exact,6,96,156.809
pf_exact,6,97,119.431
pf_exact,6,98,105.666
pf_exact,6,99,169.193
pf_exact,6,100,153.142
pf_exact,6,101,166.268
pf_exact,6,102,172.235
pf_exact,6,103,119.356
pf_exact,6,104,135.357
pf_exact,6,105,37.8231
pf_exact,6,106,31.354
pf_exact,6,107,89.3447
pf_exact,6,108,81.4466
pf_exact,6,109,167.724
pf_exact,6,110,144.002
pf_exact,6,111,204.977
pf_exact,6,112,124.043
pf_exact,6,113,193.689
pf_exact,6,114,128.991
pf_exact,6,115,178.746
pf_exact,6,116,116.941
pf_exact,6,117,157.392
pf_exact,6,118,142.123
pf_exact,6,119,115.05
pf_exact,6,120,260.466
pf_exact,6,121,127.774
pf_exact,6,122,110.836
pf_exact,6,123,92.192
pf_exact,6,124,171.742
pf_exact,6,125,198.984
pf_exact,6,126,190.026
pf_exact,6,127,201.745
pf_exact,6,128,83.6203
pf_exact,6,129,32.7677
pf_exact,6,130,91.9456
pf_exact,6,131,145.02
pf_exact,6,132,212.257
pf_exact,6,133,207.849
pf_exact,6,134,219.888
pf_exact,6,135,209.843
pf_exact,6,136,205.13
pf_exact,6,137,134.611
pf_exact,6,138,134.033
pf_exact,6,139,82.9677
pf_exact,6,140,48.6722
pf_exact,6,141,200.512
pf_exact,6,142,27.1516
pf_exact,6,143,166.172
pf_exact,6,144,114.148
pf_exact,6,145,137.291
pf_exact,6,146,230.276
pf_exact,6,147,230.89
pf_exact,6,148,29.0122
pf_exact,6,149,183.488
copf_exact,6,0,197.098
copf_exact,6,1,412.156
copf_exact,6,2,337.062
copf_exact,6,3,279.708
copf_exact,6,4,201.859
copf_exact,6,5,417.058
copf_exact,6,6,287.769
copf_exact,6,7,218.404
copf_exact,6,8,350.518
copf_exact,6,9,267.728
copf_exact,6,10,218.823
copf_exact,6,11,386.857
copf_exact,6,12,289.962
copf_exact,6,13,204.048
copf_exact,6,14,380.489
copf_exact,6,15,291.737
copf_exact,6,16,219.056
copf_exact,6,17,407.528
copf_exact,6,18,333.022
copf_exact,6,19,255.178
copf_exact,6,20,347.047
copf_exact,6,21,253.078
copf_exact,6,22,271.698
copf_exact,6,23,174.035
copf_exact,6,24,291.942
copf_exact,6,25,179.893
copf_exact,6,26,335.106
copf_exact,6,27,216.207
copf_exact,6,28,326.426
copf_exact,6,29,221.853
copf_exact,6,30,371.735
copf_exact,6,31,283.824
copf_exact,6,32,224.128
copf_exact,6,33,400.522
copf_exact,6,34,305.801
copf_exact,6,35,230.223
copf_exact,6,36,408.118
copf_exact,6,37,323.53
copf_exact,6,38,215.767
copf_exact,6,39,323.862
copf_exact,6,40,231.864
copf_exact,6,41,364.142
copf_exact,6,42,263.742
copf_exact,6,43,153.075
copf_exact,6,44,305.984
copf_exact,6,45,204.527
copf_exact,6,46,340.538
copf_exact,6,47,256.534
copf_exact,6,48,201.318
copf_exact,6,49,407.523
copf_exact,6,50,298.442
copf_exact,6,51,175.988
copf_exact,6,52,341.951
copf_exact,6,53,254.669
copf_exact,6,54,379.473
copf_exact,6,55,248.443
copf_exact,6,56,307.251
copf_exact,6,57,207.921
copf_exact,6,58,348.531
copf_exact,6,59,249.091
copf_exact,6,60,297.004
copf_exact,6,61,174.792
copf_exact,6,62,293.255
copf_exact,6,63,167.478
copf_exact,6,64,310.705
copf_exact,6,65,187.783
copf_exact,6,66,188.163
copf_exact,6,67,240.005
copf_exact,6,68,256.68
copf_exact,6,69,139.469
copf_exact,6,70,218.395
copf_exact,6,71,205.445
copf_exact,6,72,221.868
copf_exact,6,73,212.443
copf_exact,6,74,232.017
copf_exact,6,75,255.928
copf_exact,6,76,295.355
copf_exact,6,77,194.303
copf_exact,6,78,336.616
copf_exact,6,79,245.993
copf_exact,6,80,367.148
copf_exact,6,81,253.048
copf_exact,6,82,331.542
copf_exact,6,83,206.786
copf_exact,6,84,359.303
copf_exact,6,85,222.219
copf_exact,6,86,283.309
copf_exact,6,87,110.037
copf_exact,6,88,235.809
copf_exact,6,89,202.111
copf_exact,6,90,214.987
copf_exact,6,91,212.044
copf_exact,6,92,259.594
copf_exact,6,93,138.217
copf_exact,6,94,298.313
copf_exact,6,95,178.141
copf_exact,6,96,326.069
copf_exact,6,97,175.002
copf_exact,6,98,305.43
copf_exact,6,99,187.614
copf_exact,6,100,345.156
copf_exact,6,101,230.987
copf_exact,6,102,368.582
copf_exact,6,103,236.772
copf_exact,6,104,349.329
copf_exact,6,105,213.423
copf_exact,6,106,322.426
copf_exact,6,107,214.917
copf_exact,6,108,341.239
copf_exact,6,109,231.236
copf_exact,6,110,362.388
copf_exact,6,111,267.874
copf_exact,6,112,180.376
copf_exact,6,113,391.606
copf_exact,6,114,265.826
copf_exact,6,115,180.543
copf_exact,6,116,356.706
copf_exact,6,117,258.843
copf_exact,6,118,203.549
copf_exact,6,119,365.73
copf_exact,6,120,299.372
copf_exact,6,121,247.508
copf_exact,6,122,354.778
copf_exact,6,123,249.466
copf_exact,6,124,369.886
copf_exact,6,125,263.002
copf_exact,6,126,188.933
copf_exact,6,127,389.409
copf_exact,6,128,296.348
copf_exact,6,129,204.028
copf_exact,6,130,360.686
copf_exact,6,131,285.1
copf_exact,6,132,226.488
copf_exact,6,133,399.086
copf_exact,6,134,306.605
copf_exact,6,135,233.651
copf_exact,6,136,397.384
copf_exact,6,137,281.884
copf_exact,6,138,201.679
copf_exact,6,139,355.552
copf_exact,6,140,235.344
copf_exact,6,141,361.097
copf_exact,6,142,271.653
copf_exact,6,143,196.841
copf_exact,6,144,378.215
copf_exact,6,145,296.242
copf_exact,6,146,227.918
copf_exact,6,147,414.692
copf_exact,6,148,272.027
copf_exact,6,149,193.079
pf_exact,7,0,70.1872
pf_exact,7,1,218.96
pf_exact,7,2,182.642
pf_exact,7,3,254.868
pf_exact,7,4,64.3825
pf_exact,7,5,221.546
pf_exact,7,6,68.1694
pf_exact,7,7,202.628
pf_exact,7,8,135.58
pf_exact,7,9,111.824
pf_exact,7,10,184.835
pf_exact,7,11,165.329
pf_exact,7,12,217.095
pf_exact,7,13,129.281
pf_exact,7,14,209.333
pf_exact,7,15,53.2064
pf_exact,7,16,221.241
pf_exact,7,17,226.382
pf_exact,7,18,140.613
pf_exact,7,19,188.638
pf_exact,7,20,125.863
pf_exact,7,21,203.688
pf_exact,7,22,28.236
pf_exact,7,23,137.854
pf_exact,7,24,69.8396
pf_exact,7,25,107.292
pf_exact,7,26,104.726
pf_exact,7,27,138.339
pf_exact,7,28,43.5832
pf_exact,7,29,100.754
pf_exact,7,30,156.436
pf_exact,7,31,163.945
pf_exact,7,32,175.769
pf_exact,7,33,226.496
pf_exact,7,34,67.7962
pf_exact,7,35,121.732
pf_exact,7,36,212.32
pf_exact,7,37,223.297
pf_exact,7,38,64.9609
pf_exact,7,39,114.245
pf_exact,7,40,189.365
pf_exact,7,41,158.69
pf_exact,7,42,159.301
pf_exact,7,43,8.16138
pf_exact,7,44,164.819
pf_exact,7,45,165.667
pf_exact,7,46,173.258
pf_exact,7,47,16.3935
pf_exact,7,48,150.346
pf_exact,7,49,226.839
pf_exact,7,50,157.311
pf_exact,7,51,25.9256
pf_exact,7,52,166.013
pf_exact,7,53,41.0738
pf_exact,7,54,186.83
pf_exact,7,55,56.2193
pf_exact,7,56,112.55
pf_exact,7,57,169.246
pf_exact,7,58,130.583
pf_exact,7,59,112.867
pf_exact,7,60,36.954
pf_exact,7,61,75.5314
pf_exact,7,62,104.015
pf_exact,7,63,114.786
pf_exact,7,64,57.3591
pf_exact,7,65,78.3211
pf_exact,7,66,2.57713
pf_exact,7,67,110.208
pf_exact,7,68,110.405
pf_exact,7,69,135.518
pf_exact,7,70,9.46247
pf_exact,7,71,26.3103
pf_exact,7,72,92.6802
pf_exact,7,73,65.1976
pf_exact,7,74,101.909
pf_exact,7,75,107.874
pf_exact,7,76,33.9517
pf_exact,7,77,29.6415
pf_exact,7,78,134.471
pf_exact,7,79,105.973
pf_exact,7,80,169.888
pf_exact,7,81,123.612
pf_exact,7,82,160.561
pf_exact,7,83,163.437
pf_exact,7,84,156.527
pf_exact,7,85,62.9637
pf_exact,7,86,92.5349
pf_exact,7,87,1.00092
pf_exact,7,88,117.272
pf_exact,7,89,63.3009
pf_exact,7,90,86.6869
pf_exact,7,91,93.4081
pf_exact,7,92,97.3101
pf_exact,7,93,99.1663
pf_exact,7,94,134
pf_exact,7,95,54.2681
pf_exact,7,96,164.234
pf_exact,7,97,97.2246
pf_exact,7,98,112.729
pf_exact,7,99,156.512
pf_exact,7,100,153.096
pf_exact,7,101,165.742
pf_exact,7,102,168.206
pf_exact,7,103,128.261
pf_exact,7,104,135.346
pf_exact,7,105,34.3808
pf_exact,7,106,22.9536
pf_exact,7,107,102.295
pf_exact,7,108,90.2006
pf_exact,7,109,158.732
pf_exact,7,110,137.91
pf_exact,7,111,215.476
pf_exact,7,112,131.932
pf_exact,7,113,193.745
pf_exact,7,114,124.334
pf_exact,7,115,177.229
pf_exact,7,116,131.595
pf_exact,7,117,162.462
pf_exact,7,118,134.061
pf_exact,7,119,109.575
pf_exact,7,120,282.761
pf_exact,7,121,145.34
pf_exact,7,122,107.912
pf_exact,7,123,100.578
pf_exact,7,124,182.91
pf_exact,7,125,195.165
pf_exact,7,126,193.271
pf_exact,7,127,225.067
pf_exact,7,128,99.3871
pf_exact,7,129,33.3454
pf_exact,7,130,81.1568
pf_exact,7,131,147.414
pf_exact,7,132,229.084
pf_exact,7,133,205.14
pf_exact,7,134,205.951
pf_exact,7,135,229.722
pf_exact,7,136,206.482
pf_exact,7,137,137.639
pf_exact,7,138,137.571
pf_exact,7,139,85.1009
pf_exact,7,140,57.1014
pf_exact,7,141,183.406
pf_exact,7,142,35.2217
pf_exact,7,143,159.64
pf_exact,7,144,118.903
pf_exact,7,145,141.588
pf_exact,7,146,239.714
pf_exact,7,147,230.578
pf_exact,7,148,35.2764
pf_exact,7,149,193.575
copf_exact,7,0,177.273
copf_exact,7,1,410.029
copf_exact,7,2,335.472
copf_exact,7,3,271.664
copf_exact,7,4,189.918
copf_exact,7,5,411.353
copf_exact,7,6,279.356
copf_exact,7,7,211.392
copf_exact,7,8,366.668
copf_exact,7,9,283.676
copf_exact,7,10,225.571
copf_exact,7,11,387.974
copf_exact,7,12,293.327
copf_exact,7,13,205.812
copf_exact,7,14,382.997
copf_exact,7,15,297.425
copf_exact,7,16,237.622
copf_exact,7,17,400.998
copf_exact,7,18,320.284
copf_exact,7,19,250.206
copf_exact,7,20,368.812
copf_exact,7,21,264.991
copf_exact,7,22,154.247
copf_exact,7,23,323.495
copf_exact,7,24,173.311
copf_exact,7,25,319.095
copf_exact,7,26,222.449
copf_exact,7,27,325.557
copf_exact,7,28,235.696
copf_exact,7,29,352.45
copf_exact,7,30,259.786
copf_exact,7,31,201.725
copf_exact,7,32,399.714
copf_exact,7,33,310.674
copf_exact,7,34,234.309
copf_exact,7,35,367.776
copf_exact,7,36,281.566
copf_exact,7,37,219.006
copf_exact,7,38,328.888
copf_exact,7,39,223.733
copf_exact,7,40,383.171
copf_exact,7,41,257.835
copf_exact,7,42,183.55
copf_exact,7,43,238.793
copf_exact,7,44,314.449
copf_exact,7,45,204.455
copf_exact,7,46,341.802
copf_exact,7,47,259.353
copf_exact,7,48,199.906
copf_exact,7,49,414.438
copf_exact,7,50,297.19
copf_exact,7,51,184.331
copf_exact,7,52,348.665
copf_exact,7,53,264.305
copf_exact,7,54,192.77
copf_exact,7,55,314.658
copf_exact,7,56,200.954
copf_exact,7,57,329.837
copf_exact,7,58,230.967
copf_exact,7,59,375.025
copf_exact,7,60,230.298
copf_exact,7,61,301.556
copf_exact,7,62,178.529
copf_exact,7,63,298.224
copf_exact,7,64,181.972
copf_exact,7,65,305.849
copf_exact,7,66,126.33
copf_exact,7,67,253.471
copf_exact,7,68,266.191
copf_exact,7,69,147.662
copf_exact,7,70,205.275
copf_exact,7,71,202.725
copf_exact,7,72,228.025
copf_exact,7,73,202.947
copf_exact,7,74,235.428
copf_exact,7,75,252.32
copf_exact,7,76,305.853
copf_exact,7,77,199.263
copf_exact,7,78,345.843
copf_exact,7,79,259.564
copf_exact,7,80,185.557
copf_exact,7,81,340.362
copf_exact,7,82,216.444
copf_exact,7,83,340.041
copf_exact,7,84,238.19
copf_exact,7,85,301.852
copf_exact,7,86,180.496
copf_exact,7,87,154.251
copf_exact,7,88,244.835
copf_exact,7,89,213.997
copf_exact,7,90,234.17
copf_exact,7,91,231.853
copf_exact,7,92,241.428
copf_exact,7,93,270.352
copf_exact,7,94,155.994
copf_exact,7,95,310.424
copf_exact,7,96,186.232
copf_exact,7,97,298.729
copf_exact,7,98,198.039
copf_exact,7,99,347.996
copf_exact,7,100,220.881
copf_exact,7,101,348.226
copf_exact,7,102,236.712
copf_exact,7,103,311.283
copf_exact,7,104,216.337
copf_exact,7,105,280.379
copf_exact,7,106,210.667
copf_exact,7,107,325.469
copf_exact,7,108,236.712
copf_exact,7,109,375.181
copf_exact,7,110,287.085
copf_exact,7,111,212.135
copf_exact,7,112,343.308
copf_exact,7,113,235.37
copf_exact,7,114,340.191
copf_exact,7,115,227.275
copf_exact,7,116,348.039
copf_exact,7,117,260.647
copf_exact,7,118,212.89
copf_exact,7,119,376.875
copf_exact,7,120,297.002
copf_exact,7,121,232.254
copf_exact,7,122,345.187
copf_exact,7,123,221.282
copf_exact,7,124,385.949
copf_exact,7,125,281.222
copf_exact,7,126,204.019
copf_exact,7,127,387.84
copf_exact,7,128,302.783
copf_exact,7,129,205.217
copf_exact,7,130,362.333
copf_exact,7,131,272.389
copf_exact,7,132,222.373
copf_exact,7,133,397.789
copf_exact,7,134,310.818
copf_exact,7,135,247.894
copf_exact,7,136,406.8
copf_exact,7,137,300.122
copf_exact,7,138,220.472
copf_exact,7,139,356.742
copf_exact,7,140,235.264
copf_exact,7,141,377.894
copf_exact,7,142,283.391
copf_exact,7,143,203.585
copf_exact,7,144,380.585
copf_exact,7,145,310.397
copf_exact,7,146,251.771
copf_exact,7,147,427.63
copf_exact,7,148,284.533
copf_exact,7,149,215.318
pf_exact,8,0,80.1262
pf_exact,8,1,224.902
pf_exact,8,2,215.375
pf_exact,8,3,255.625
pf_exact,8,4,77.8761
pf_exact,8,5,218.357
pf_exact,8,6,71.286
pf_exact,8,7,190.322
pf_exact,8,8,135.414
pf_exact,8,9,107.587
pf_exact,8,10,189.258
pf_exact,8,11,163.058
pf_exact,8,12,201.797
pf_exact,8,13,142.589
pf_exact,8,14,190.686
pf_exact,8,15,72.2675
pf_exact,8,16,227.926
pf_exact,8,17,210.925
pf_exact,8,18,141.839
pf_exact,8,19,166.878
pf_exact,8,20,130.165
pf_exact,8,21,180.912
pf_exact,8,22,26.8938
pf_exact,8,23,122.288
pf_exact,8,24,61.9454
pf_exact,8,25,119.422
pf_exact,8,26,95.0813
pf_exact,8,27,126.048
pf_exact,8,28,43.721
pf_exact,8,29,120.984
pf_exact,8,30,158.378
pf_exact,8,31,131.777
pf_exact,8,32,201.497
pf_exact,8,33,218.011
pf_exact,8,34,58.6178
pf_exact,8,35,133.443
pf_exact,8,36,232.598
pf_exact,8,37,226.76
pf_exact,8,38,65.5466
pf_exact,8,39,123.083
pf_exact,8,40,182.252
pf_exact,8,41,156.865
pf_exact,8,42,152.831
pf_exact,8,43,6.34295
pf_exact,8,44,150.083
pf_exact,8,45,141.658
pf_exact,8,46,163.868
pf_exact,8,47,21.3034
pf_exact,8,48,145.318
pf_exact,8,49,231.12
pf_exact,8,50,159.477
pf_exact,8,51,28.8856
pf_exact,8,52,177.184
pf_exact,8,53,44.6049
pf_exact,8,54,181.056
pf_exact,8,55,64.3902
pf_exact,8,56,104.86
pf_exact,8,57,169.731
pf_exact,8,58,110.91
pf_exact,8,59,115.123
pf_exact,8,60,38.9681
pf_exact,8,61,61.3925
pf_exact,8,62,107.201
pf_exact,8,63,104.301
pf_exact,8,64,44.3399
pf_exact,8,65,77.4362
pf_exact,8,66,6.0249
pf_exact,8,67,114.567
pf_exact,8,68,120.996
pf_exact,8,69,130.22
pf_exact,8,70,10.7373
pf_exact,8,71,28.5321
pf_exact,8,72,86.9991
pf_exact,8,73,63.6801
pf_exact,8,74,101.99
pf_exact,8,75,121.461
pf_exact,8,76,24.0708
pf_exact,8,77,38.6505
pf_exact,8,78,113.182
pf_exact,8,79,116.346
pf_exact,8,80,170.938
pf_exact,8,81,119.538
pf_exact,8,82,130.644
pf_exact,8,83,166.88
pf_exact,8,84,158.326
pf_exact,8,85,53.2356
pf_exact,8,86,82.898
pf_exact,8,87,1.2511
pf_exact,8,88,104.49
pf_exact,8,89,80.5195
pf_exact,8,90,80.7615
pf_exact,8,91,104.597
pf_exact,8,92,105
pf_exact,8,93,90.9926
pf_exact,8,94,125.032
pf_exact,8,95,54.7209
pf_exact,8,96,154.593
pf_exact,8,97,111.968
pf_exact,8,98,113.497
pf_exact,8,99,170.963
pf_exact,8,100,147.924
pf_exact,8,101,188.194
pf_exact,8,102,182.25
pf_exact,8,103,115.997
pf_exact,8,104,151.677
pf_exact,8,105,34.9925
pf_exact,8,106,29.592
pf_exact,8,107,90.9619
pf_exact,8,108,91.0582
pf_exact,8,109,156.664
pf_exact,8,110,146.488
pf_exact,8,111,208.333
pf_exact,8,112,104.938
pf_exact,8,113,186.789
pf_exact,8,114,122.245
pf_exact,8,115,158.852
pf_exact,8,116,128.873
pf_exact,8,117,162.444
pf_exact,8,118,138.456
pf_exact,8,119,100.456
pf_exact,8,120,266.338
pf_exact,8,121,130.894
pf_exact,8,122,96.0802
pf_exact,8,123,96.8115
pf_exact,8,124,189.506
pf_exact,8,125,170.013
pf_exact,8,126,190.982
pf_exact,8,127,218.024
pf_exact,8,128,93.1073
pf_exact,8,129,47.8338
pf_exact,8,130,104.16
pf_exact,8,131,144.125
pf_exact,8,132,218.649
pf_exact,8,133,215.472
pf_exact,8,134,207.745
pf_exact,8,135,219.692
pf_exact,8,136,231.27
pf_exact,8,137,135.553
pf_exact,8,138,168.303
pf_exact,8,139,80.2402
pf_exact,8,140,58.3025
pf_exact,8,141,198.524
pf_exact,8,142,39.1735
pf_exact,8,143,147.478
pf_exact,8,144,118.964
pf_exact,8,145,148.695
pf_exact,8,146,226.552
pf_exact,8,147,222.745
pf_exact,8,148,31.407
pf_exact,8,149,191.673
copf_exact,8,0,163.206
copf_exact,8,1,418.001
copf_exact,8,2,340.212
copf_exact,8,3,284.24
copf_exact,8,4,196.492
copf_exact,8,5,410.248
copf_exact,8,6,287.888
copf_exact,8,7,208.017
copf_exact,8,8,357.951
copf_exact,8,9,280.832
copf_exact,8,10,217.943
copf_exact,8,11,377.282
copf_exact,8,12,281.278
copf_exact,8,13,189.425
copf_exact,8,14,384.712
copf_exact,8,15,299.664
copf_exact,8,16,233.733
copf_exact,8,17,409.543
copf_exact,8,18,325.275
copf_exact,8,19,253.164
copf_exact,8,20,359.864
copf_exact,8,21,261.055
copf_exact,8,22,160.509
copf_exact,8,23,320.842
copf_exact,8,24,180.523
copf_exact,8,25,301.25
copf_exact,8,26,214.833
copf_exact,8,27,331.645
copf_exact,8,28,243.36
copf_exact,8,29,336.094
copf_exact,8,30,246.963
copf_exact,8,31,381.535
copf_exact,8,32,294.302
copf_exact,8,33,232.901
copf_exact,8,34,352.491
copf_exact,8,35,266.529
copf_exact,8,36,200.388
copf_exact,8,37,423.156
copf_exact,8,38,282.553
copf_exact,8,39,193.42
copf_exact,8,40,357.944
copf_exact,8,41,238.812
copf_exact,8,42,359.638
copf_exact,8,43,200.43
copf_exact,8,44,312.258
copf_exact,8,45,191.114
copf_exact,8,46,333.65
copf_exact,8,47,242.845
copf_exact,8,48,391.813
copf_exact,8,49,297.812
copf_exact,8,50,221.814
copf_exact,8,51,283.833
copf_exact,8,52,198.817
copf_exact,8,53,315.748
copf_exact,8,54,239.655
copf_exact,8,55,301.905
copf_exact,8,56,190.109
copf_exact,8,57,341.843
copf_exact,8,58,246.341
copf_exact,8,59,354.794
copf_exact,8,60,222.48
copf_exact,8,61,283.257
copf_exact,8,62,159.654
copf_exact,8,63,298.768
copf_exact,8,64,176.98
copf_exact,8,65,300.309
copf_exact,8,66,130.009
copf_exact,8,67,248.466
copf_exact,8,68,255.141
copf_exact,8,69,279.921
copf_exact,8,70,121.173
copf_exact,8,71,187.23
copf_exact,8,72,244.925
copf_exact,8,73,210.283
copf_exact,8,74,236.644
copf_exact,8,75,250.851
copf_exact,8,76,272.007
copf_exact,8,77,189.112
copf_exact,8,78,351.332
copf_exact,8,79,261.499
copf_exact,8,80,195.562
copf_exact,8,81,329.605
copf_exact,8,82,212.989
copf_exact,8,83,340.012
copf_exact,8,84,238.321
copf_exact,8,85,311.094
copf_exact,8,86,182.706
copf_exact,8,87,166.715
copf_exact,8,88,248.651
copf_exact,8,89,222.369
copf_exact,8,90,212.692
copf_exact,8,91,228.693
copf_exact,8,92,236.215
copf_exact,8,93,273.321
copf_exact,8,94,148.92
copf_exact,8,95,308.613
copf_exact,8,96,176.755
copf_exact,8,97,284.84
copf_exact,8,98,178.023
copf_exact,8,99,335.007
copf_exact,8,100,229.411
copf_exact,8,101,367.103
copf_exact,8,102,250.425
copf_exact,8,103,339.843
copf_exact,8,104,245.595
copf_exact,8,105,267.394
copf_exact,8,106,192.465
copf_exact,8,107,314.419
copf_exact,8,108,222.266
copf_exact,8,109,380.279
copf_exact,8,110,291.485
copf_exact,8,111,219.536
copf_exact,8,112,334.163
copf_exact,8,113,241.76
copf_exact,8,114,342.355
copf_exact,8,115,235.467
copf_exact,8,116,359.729
copf_exact,8,117,268.388
copf_exact,8,118,208.383
copf_exact,8,119,375.849
copf_exact,8,120,307.637
copf_exact,8,121,248.754
copf_exact,8,122,344.942
copf_exact,8,123,239.624
copf_exact,8,124,369.591
copf_exact,8,125,278.607
copf_exact,8,126,204.323
copf_exact,8,127,372.538
copf_exact,8,128,293.128
copf_exact,8,129,179.398
copf_exact,8,130,357.701
copf_exact,8,131,273.794
copf_exact,8,132,217.311
copf_exact,8,133,390.375
copf_exact,8,134,308.378
copf_exact,8,135,238.643
copf_exact,8,136,408.852
copf_exact,8,137,294.569
copf_exact,8,138,207.653
copf_exact,8,139,358.782
copf_exact,8,140,232.297
copf_exact,8,141,369.01
copf_exact,8,142,278.117
copf_exact,8,143,211.96
copf_exact,8,144,366.378
copf_exact,8,145,289.329
copf_exact,8,146,229.93
copf_exact,8,147,421.902
copf_exact,8,148,268.616
copf_exact,8,149,194.103
pf_exact,9,0,83.4077
pf_exact,9,1,221.928
pf_exact,9,2,217.113
pf_exact,9,3,238.229
pf_exact,9,4,77.9686
pf_exact,9,5,220.259
pf_exact,9,6,70.2319
pf_exact,9,7,195.802
pf_exact,9,8,147.971
pf_exact,9,9,129.469
pf_exact,9,10,190.096
pf_exact,9,11,153.815
pf_exact,9,12,200.868
pf_exact,9,13,147.84
pf_exact,9,14,207.704
pf_exact,9,15,59.0038
pf_exact,9,16,227.949
pf_exact,9,17,209.137
pf_exact,9,18,144.219
pf_exact,9,19,178.414
pf_exact,9,20,136.238
pf_exact,9,21,173.394
pf_exact,9,22,27.6847
pf_exact,9,23,127.318
pf_exact,9,24,65.453
pf_exact,9,25,124.206
pf_exact,9,26,99.983
pf_exact,9,27,125.506
pf_exact,9,28,47.1999
pf_exact,9,29,116.074
pf_exact,9,30,163.227
pf_exact,9,31,152.429
pf_exact,9,32,182.024
pf_exact,9,33,211.182
pf_exact,9,34,77.0042
pf_exact,9,35,118.965
pf_exact,9,36,222.011
pf_exact,9,37,241.049
pf_exact,9,38,77.3734
pf_exact,9,39,124.058
pf_exact,9,40,192.516
pf_exact,9,41,163.17
pf_exact,9,42,135.07
pf_exact,9,43,7.8654
pf_exact,9,44,149.474
pf_exact,9,45,158.75
pf_exact,9,46,168.117
pf_exact,9,47,18.3907
pf_exact,9,48,158.611
pf_exact,9,49,211.291
pf_exact,9,50,166.8
pf_exact,9,51,24.5414
pf_exact,9,52,186.49
pf_exact,9,53,33.3348
pf_exact,9,54,165.277
pf_exact,9,55,61.9671
pf_exact,9,56,108.623
pf_exact,9,57,159.376
pf_exact,9,58,111.453
pf_exact,9,59,118.677
pf_exact,9,60,40.8264
pf_exact,9,61,76.0312
pf_exact,9,62,84.3203
pf_exact,9,63,120.798
pf_exact,9,64,54.6457
pf_exact,9,65,77.2113
pf_exact,9,66,5.25277
pf_exact,9,67,113.689
pf_exact,9,68,111.731
pf_exact,9,69,145.822
pf_exact,9,70,9.11552
pf_exact,9,71,26.1433
pf_exact,9,72,88.4516
pf_exact,9,73,79.0775
pf_exact,9,74,101.347
pf_exact,9,75,125.725
pf_exact,9,76,31.7853
pf_exact,9,77,37.958
pf_exact,9,78,118.423
pf_exact,9,79,102.048
pf_exact,9,80,166.861
pf_exact,9,81,137.572
pf_exact,9,82,149.894
pf_exact,9,83,179.279
pf_exact,9,84,151.39
pf_exact,9,85,68.0199
pf_exact,9,86,88.4069
pf_exact,9,87,1.01434
pf_exact,9,88,120.743
pf_exact,9,89,64.8397
pf_exact,9,90,71.0358
pf_exact,9,91,107.797
pf_exact,9,92,111.683
pf_exact,9,93,85.8807
pf_exact,9,94,129.463
pf_exact,9,95,53.8309
pf_exact,9,96,151.989
pf_exact,9,97,94.3396
pf_exact,9,98,127.025
pf_exact,9,99,166.931
pf_exact,9,100,151.079
pf_exact,9,101,168.901
pf_exact,9,102,178.442
pf_exact,9,103,121.571
pf_exact,9,104,142.234
pf_exact,9,105,30.4633
pf_exact,9,106,30.1399
pf_exact,9,107,102.935
pf_exact,9,108,87.7919
pf_exact,9,109,175.874
pf_exact,9,110,150.496
pf_exact,9,111,216.61
pf_exact,9,112,105.805
pf_exact,9,113,194.441
pf_exact,9,114,114.878
pf_exact,9,115,161.306
pf_exact,9,116,118.566
pf_exact,9,117,144.119
pf_exact,9,118,133.567
pf_exact,9,119,96.6225
pf_exact,9,120,262.194
pf_exact,9,121,124.035
pf_exact,9,122,110.724
pf_exact,9,123,98.818
